price,link,title,location,description,attributes
"$1,900.00",/v-apartments-condos/vancouver/1-bedroom-suite-for-rent/1695124698,1 Bedroom Suite For Rent,Vancouver,"One Bedroom Suite for Rent Location: Vancouver (Collingwood area) Type: One Bedroom Suite Size: 627sqft (approx.) Rent: $1900 per month (for 1 tenant) Term: 1 year We are seeking a quiet, clean, and ...","{'Nearest intersection': 'Kingsway / Melbourne Street', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '627sqft'}"
"$2,550.00",/v-apartments-condos/vancouver/1-bed-plus-den-lougheed-burnaby/1695124645,1 bed plus Den Lougheed Burnaby,Burnaby,Please contact me https://www.dropbox.com/scl/fo/lgmftfj60pbqacvv6ubc5/ADLmPaC_z6L0-P18PTgwwOU?rlkey=5xkccjutniepy6r7piuomw23g&st=lzfe9lkj&dl=0,"{'Nearest intersection': 'Lougheed Highway / Douglas Road', 'Bedrooms': '1.5', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '1', 'Size (sqft)': '561sqft'}"
"$2,590.00",/v-apartments-condos/vancouver/heritage-one-bedroom-at-burrard-and-robson/1692945725,Heritage One-bedroom at Burrard and Robson,Vancouver,"Location, location, location! Live at the centre of it all in this New York City-style character building in the heart of downtown Vancouver. Here's the video: https://youtu.be/eMq3SdZud9A This ...","{'Nearest intersection': 'Burrard Street / Robson Street', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '623sqft'}"
"$2,200.00",/v-apartments-condos/vancouver/pet-friendly-spacious-1-bedroom-basement-suite-newly-renovated/1695123408,"Pet Friendly, Spacious 1 Bedroom Basement suite, Newly Renovated",Vancouver,"Spacious, newly renovated one bedroom basement suite with 9-foot ceiling near Victoria St and 54th, Vancouver. Comes with ensuite new washer and dryer, new paint, new floorings with updated washroom ...","{'Nearest intersection': 'Knight Street / East 53rd Avenue', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Basement', 'Parking included': '0', 'Size (sqft)': '600sqft'}"
"$1,400.00",/v-apartments-condos/vancouver-downtown-west-end/1400-1600-1900-different-price-1bed-1bath-close-to-ubc/1695122824,$1400/$1600/$1900 different price 1bed*1bath close to UBC,Vancouver,"3573 W 37th Ave, Vancouver, BC V6N 2V7 Features: There are different prices of room rental $1400/$1600/$1900, with a single bathroom for each bedroom in a 3800 sf house, furnished include bed, table ...","{'Nearest intersection': 'Dunbar Street / West 37th Avenue', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'House', 'Parking included': '1', 'Size (sqft)': '3800sqft'}"
"$2,500.00",/v-apartments-condos/vancouver-downtown-west-end/3583-kingsway-apartment-for-rent-in-vancouver/1695120224,3583 Kingsway - Apartment for Rent in Vancouver,Vancouver,"Discover your new home at 3583 Kingsway, a newly constructed and captivating community in Eastern Vancouver. It boasts a rooftop terrace that offers breathtaking mountain views, a cozy lounge area, ...","{'Nearest intersection': 'Kingsway / Lincoln Street', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '536sqft'}"
"$2,350.00",/v-apartments-condos/vancouver/2-bedroom-rental-available-in-vancouver/1695120743,2 BEDROOM RENTAL AVAILABLE IN VANCOUVER,Vancouver,"2 Bedroom Rental 625 Sqft Killarney Area for Rent $2,350. Utilities are not included. AVAILABLE AS OF JULY 1ST MAXIMUM OF 2 RENTERS. INCLUDES ONLY (INTERNET) WIFI, LAUNDRY, AND STREET PARKING. Close ...","{'Nearest intersection': 'Kerr Street / East 51st Avenue', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'Basement', 'Parking included': '1', 'Size (sqft)': '625sqft'}"
"$3,050.00",/v-apartments-condos/vancouver/3-bedroom-upper-floor-bright-quiet-convenient-east-vancouver/1695120125,3 Bedroom Upper floor Bright Quiet Convenient East Vancouver,Vancouver,"Upper Floor of house 3 Spacious Bedrooms, Bright and Clean 2 Full Bathrooms 9 Ft Ceiling, Hardwood Floor, Gas Fireplace Large covered sundeck Private front and back entrance Killarney area, walk to ...","{'Nearest intersection': 'East 45th Avenue / Kerr Street', 'Bedrooms': '3', 'Bathrooms': '2', 'Unit type': 'House', 'Parking included': '0', 'Size (sqft)': '1200sqft'}"
$900.00,/v-apartments-condos/burnaby-new-westminster/burnaby-1bdrm-for-rent-in-2-bdrm-suite/1695119992,Burnaby – 1Bdrm for rent in 2 Bdrm Suite,Burnaby,"Beautiful above ground 1 bdrm for rent in 2 bdrm basement suite. One room currently rented looking for a second student or professional for other room. Fully furnished living room, kitchen, and ...","{'Nearest intersection': '10th Avenue / Fourteenth Street', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'House', 'Parking included': '0', 'Size (sqft)': '600sqft'}"
"$2,199.00",/v-apartments-condos/tricities-pitt-maple/1-bedroom-apartment-for-rent-535-555-shaw-avenue/1695118810,1 Bedroom Apartment for Rent - 535 & 555 Shaw Avenue,Coquitlam,"A quiet family-oriented apartment building surrounded by trees and the Gardens, they are spacious, with park benches to relax and enjoy the well manicured gardens. Located at the end of a quiet ...","{'Nearest intersection': None, 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '651sqft'}"
"$2,371.00",/v-apartments-condos/vancouver-downtown-west-end/studio-apartment-for-rent-1255-pendrell-street/1695118797,Studio Apartment for Rent - 1255 Pendrell Street,Vancouver,"Virtual Open House: View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. Call: 604-861-5422. Connaught Apartments at 1255 Pendrell ...","{'Nearest intersection': 'Davie Street / Bute Street', 'Bedrooms': '0', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '436sqft'}"
"$2,400.00",/v-apartments-condos/delta-surrey-langley/apartment-for-rent/1694662526,Apartment for Rent,Delta/Surrey/Langley,"Very new Penthouse has balcony with view 2 bedroom condo for rent available July 1/2024 in Surrey central area , 5’ to Surrey Memorial Hospital, 5 minute walk to King George sky train, and SFU , and ...","{'Nearest intersection': 'Fraser Highway / 138 Street', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'Condo', 'Parking included': '1', 'Size (sqft)': '750sqft'}"
"$1,500.00",/v-apartments-condos/richmond-bc/1-bedroom-1-bath-suite-for-rent/1695114884,1 bedroom 1 bath suite for rent,Richmond,"Ground level 1 bedroom 1 bath suite for rent-avail July 1 Separate entrance, parking for 1 vehicle Steps away from the 402 bus stop Utilities included No smoking No pets No laundry Preferred ...","{'Nearest intersection': 'Williams Road / Haddon Drive', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Basement', 'Parking included': '1', 'Size (sqft)': '600sqft'}"
"$6,450.00",/v-apartments-condos/vancouver/century-penthouse-apartment-for-rent/1693995628,Century - Penthouse Apartment for Rent,North Vancouver,"Penthouse Building Overivew Century by Cressey offers pet-friendly studio, one-, two-, and three-bedroom rental homes in the vibrant Central Lonsdale neighbourhood of North Vancouver. This building ...","{'Nearest intersection': 'East 13th Street / St Andrews Avenue', 'Bedrooms': '2.5', 'Bathrooms': '2', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '1064sqft'}"
"$2,300.00",/v-apartments-condos/delta-surrey-langley/2-bdrm-rental-suite-in-white-rock-too-good-to-miss/1695113430,2 bdrm Rental suite in White Rock - Too Good to Miss!,White Rock,"This desirable street level entry suite is a 15 minute, gently sloping walk to the West Beach Promenade! $2300.00 per month includes utilities. It has a built-in vac, vinyl plank and lino flooring ...","{'Nearest intersection': 'Marine Drive / Fir Street', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '2', 'Size (sqft)': '1300sqft'}"
"$3,500.00",/v-apartments-condos/delta-surrey-langley/two-storey-luxury-apartment-2-parking-ev-charger-small-pet-ok/1695112504,"Two-storey Luxury Apartment, 2 Parking, EV charger, Small pet Ok",Langley Township,"Willoughby Heights offers a high quality of life thanks to its convenient transportation, beautiful surroundings, peaceful community, and friendly neighbours. This condo townhome faces south and is ...","{'Nearest intersection': '201 Street / 86 Avenue', 'Bedrooms': '3', 'Bathrooms': '2', 'Unit type': 'Apartment', 'Parking included': '2', 'Size (sqft)': '1360sqft'}"
"$1,150.00",/v-apartments-condos/burnaby-new-westminster/1150-2-bdr-private-furnished-student-room-new-westminster/1695112391,$1150 / 2 bdr - Private furnished student room (New Westminster),Knight,"Fully furnished private, spacious, cozy and bright room in New Westminster (two-storey building, ground floor) is available to move in NOW for SINGLE occupancy for $1150/month (we will consider ...","{'Nearest intersection': 'Nanaimo Street / East 24th Avenue', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '50sqft'}"
"$2,750.00",/v-apartments-condos/delta-surrey-langley/1-bedroom-and-office-amazing-ocean-views/1695109998,1 Bedroom and Office Amazing Ocean views,Delta/Surrey/Langley,1 Bedroom and Office Large deck with amazing ocean views 170 sq. ft. Hardwood floors throughout Suitable 1 or 2 people max. In unit w/d Pets negotiable,"{'Nearest intersection': 'Marine Drive / Balsam Street', 'Bedrooms': '1.5', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '1', 'Size (sqft)': '750sqft'}"
"$3,295.00",/v-apartments-condos/delta-surrey-langley/the-lincoln-3-bdrm-available-at-5335-200a-ave-langley-apartme/1694703549,"The Lincoln - 3 Bdrm available at 5335 200a Ave, Langley Apartme",Langley,"1 Month Rent Free + $500 Security Deposit Visit our Website: https://www.capreit.ca/apartments-for-rent/langley-bc/the-lincoln/ Move into The Lincoln, Langley’s newest luxury rental building. This ...","{'Nearest intersection': '200 Street / 53A Avenue', 'Bedrooms': '3', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '1011sqft'}"
"$2,775.00",/v-apartments-condos/delta-surrey-langley/the-lincoln-2-bdrm-available-at-5335-200a-ave-langley-apartme/1687001359,"The Lincoln - 2 Bdrm available at 5335 200a Ave, Langley Apartme",Delta/Surrey/Langley,"1 Month Rent Free + $500 Security Deposit Visit our Website: https://www.capreit.ca/apartments-for-rent/langley-bc/the-lincoln/ Move into The Lincoln, Langley’s newest luxury rental building. This ...","{'Nearest intersection': '200 Street / 53A Avenue', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '833sqft'}"
"$2,065.00",/v-apartments-condos/delta-surrey-langley/the-lincoln-1-bdrm-available-at-5335-200a-ave-langley-apartme/1689778834,"The Lincoln - 1 Bdrm available at 5335 200a Ave, Langley Apartme",Langley,"1 Month Rent Free + $500 Security Deposit Visit our Website: https://www.capreit.ca/apartments-for-rent/langley-bc/the-lincoln/ Move into The Lincoln, Langley’s newest luxury rental building. This ...","{'Nearest intersection': '200 Street / 53A Avenue', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '587sqft'}"
"$3,200.00",/v-apartments-condos/delta-surrey-langley/the-lincoln-2-bdrm-den-available-at-5335-200a-ave-langley-a/1694817453,"The Lincoln - 2 Bdrm + Den available at 5335 200a Ave, Langley A",Langley,"1 Month Rent Free + $500 Security Deposit Visit our Website: https://www.capreit.ca/apartments-for-rent/langley-bc/the-lincoln/ Move into The Lincoln, Langley’s newest luxury rental building. This ...","{'Nearest intersection': '200 Street / 53A Avenue', 'Bedrooms': '2.5', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '1041sqft'}"
"$2,180.00",/v-apartments-condos/burnaby-new-westminster/colonial-house-apartments-1-bdrm-available-at-435-ash-street/1687700341,"Colonial House Apartments - 1 Bdrm available at 435 Ash Street,",New Westminster,1 Month Rent Free + $500 Security Deposit Visit our Website: https://www.capreit.ca/apartments-for-rent/new-westminster-bc/colonial-house-apartments/ These 1 bedroom apartments for rent in New ...,"{'Nearest intersection': 'Eighth Street / Fifth Avenue', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '647sqft'}"
"$1,950.00",/v-apartments-condos/vancouver/spacious-1-bedroom-ground-level-suite-for-rent/1695109825,Spacious 1 bedroom ground level suite for rent,Knight,"Spacious, bright 1 bedroom ground level suite Location: Centrally located in Vancouver, 15 mins away from downtown Vancouver, YVR, Canada line, UBC, downtown university ,shopping and restaurants in ...","{'Nearest intersection': 'Knight Street / East 28th Avenue', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'House', 'Parking included': '0', 'Size (sqft)': '500sqft'}"
"$2,195.00",/v-apartments-condos/burnaby-new-westminster/hillcrest-manor-apartments-1-bdrm-available-at-1303-eighth-ave/1689326208,Hillcrest Manor Apartments - 1 Bdrm available at 1303 Eighth Ave,New Westminster,1 Month Rent Free + $500 Security Deposit Visit our Website: https://www.capreit.ca/apartments-for-rent/new-westminster-bc/hillcrest-manor-apartments/ These apartments for rent in New Westminster ...,"{'Nearest intersection': 'Eighth Avenue / Thirteenth Street', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '824sqft'}"
"$1,935.00",/v-apartments-condos/burnaby-new-westminster/hillcrest-manor-apartments-bachelor-available-at-1303-eighth-a/1686935887,Hillcrest Manor Apartments - Bachelor available at 1303 Eighth A,New Westminster,1 Month Rent Free + $500 Security Deposit Visit our Website: https://www.capreit.ca/apartments-for-rent/new-westminster-bc/hillcrest-manor-apartments/ These apartments for rent in New Westminster ...,"{'Nearest intersection': 'Eighth Avenue / Thirteenth Street', 'Bedrooms': '0', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '518sqft'}"
"$2,225.00",/v-apartments-condos/burnaby-new-westminster/vista-terrace-apartments-1-bdrm-available-at-7465-13-avenue/1691807687,"Vista Terrace Apartments - 1 Bdrm available at 7465 - 13 Avenue,",Burnaby,$500 Security Deposit Move in this month and you may qualify for our incentive. Visit our Website: https://www.capreit.ca/apartments-for-rent/burnaby-bc/vista-terrace-apartments/ Rental office is ...,"{'Nearest intersection': '14th Avenue / Mary Avenue', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '701sqft'}"
"$2,765.00",/v-apartments-condos/burnaby-new-westminster/skyview-apartments-2-bdrm-available-at-908-sixth-avenue-new-w/1694593335,"Skyview Apartments - 2 Bdrm available at 908 Sixth Avenue, New W",New Westminster,$500 Security Deposit Move in this month and you may qualify for our incentive. Visit our Website: https://www.capreit.ca/apartments-for-rent/new-westminster-bc/skyview-apartments/ Landscaped lobby ...,"{'Nearest intersection': 'Eighth Street / Sixth Avenue', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '785sqft'}"
"$2,245.00",/v-apartments-condos/burnaby-new-westminster/skyview-apartments-1-bdrm-available-at-908-sixth-avenue-new-w/1686872272,"Skyview Apartments - 1 Bdrm available at 908 Sixth Avenue, New W",New Westminster,$500 Security Deposit Move in this month and you may qualify for our incentive. Visit our Website: https://www.capreit.ca/apartments-for-rent/new-westminster-bc/skyview-apartments/ Landscaped lobby ...,"{'Nearest intersection': 'Eighth Street / Sixth Avenue', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '595sqft'}"
